Date,Open,High,Low,Close,Volume
2021-02-05,50.82,52.85,50.52,52.04,6065968
2021-02-08,53.00,53.00,51.59,51.59,3746394
2021-02-09,51.57,52.18,51.12,51.40,2550584
2021-02-10,51.52,51.59,49.89,50.45,3161110
2021-02-11,50.41,50.78,50.17,50.36,2231473
2021-02-12,50.12,50.31,49.65,50.31,2485306
2021-02-15,50.73,51.36,50.47,51.11,2269807
2021-02-16,51.32,51.55,50.67,50.87,2447054
2021-02-17,50.69,50.93,50.32,50.34,2514282
2021-02-18,50.24,50.58,49.53,49.53,2842984
2021-02-19,49.33,50.33,49.02,50.27,2910537
2021-02-22,50.05,50.35,49.50,50.14,1985273
2021-02-23,50.38,50.52,49.41,49.74,2672719
2021-02-24,49.75,51.74,49.61,51.39,3121057
2021-02-25,50.82,51.32,46.68,48.11,9199074
2021-02-26,47.38,48.72,46.64,46.74,7097729
2021-03-01,47.31,48.95,47.29,48.81,4364996
2021-03-02,48.53,49.45,48.37,48.55,2733630
2021-03-03,48.60,49.24,47.59,48.14,3103140
2021-03-04,47.68,48.53,47.67,48.34,2365335
2021-03-05,48.18,48.48,47.82,48.11,2610518
2021-03-08,48.49,49.69,48.23,49.56,3364364
2021-03-09,49.61,50.07,49.47,49.47,3337639
2021-03-10,49.66,51.56,49.55,50.79,4708329
2021-03-11,51.08,51.08,48.50,48.89,6728584
2021-03-12,48.96,49.66,48.78,49.38,3171262
2021-03-15,49.55,49.96,49.01,49.41,2842975
2021-03-16,49.69,49.83,49.29,49.34,2698813
2021-03-17,49.18,49.46,48.87,49.25,2305856
2021-03-18,49.25,50.31,49.18,50.14,3739491
2021-03-19,50.62,50.62,49.78,49.80,6236009
2021-03-22,49.91,50.20,49.52,49.69,2309745
2021-03-23,49.80,50.64,49.69,50.50,3337512
2021-03-24,50.26,50.29,49.69,50.03,2455475
2021-03-25,49.70,50.09,49.31,49.62,2482617
2021-03-26,49.52,50.31,49.51,49.62,2309482
2021-03-29,49.96,50.04,49.36,49.76,2289355
2021-03-30,49.90,50.18,49.49,50.12,2370698
2021-03-31,50.13,50.55,49.89,50.32,2977151
2021-04-01,50.33,50.44,49.63,49.64,3641900
2021-04-06,49.80,50.60,49.69,50.15,3632619
2021-04-07,50.15,50.45,49.90,49.90,2561319
2021-04-08,50.06,50.15,49.43,49.76,3148078
2021-04-09,49.66,50.08,49.55,49.74,2402907
2021-04-12,49.89,49.99,49.37,49.37,2426187
2021-04-13,49.38,49.60,49.02,49.38,3148647
2021-04-14,49.42,49.49,49.05,49.33,2522430
2021-04-15,49.33,49.57,49.04,49.31,3072583
2021-04-16,49.37,50.50,49.36,50.36,4958464
2021-04-19,50.45,51.77,50.32,51.25,4757318
2021-04-20,51.28,51.59,50.48,50.49,3928741
2021-04-21,50.72,52.26,50.59,52.08,4668969
2021-04-22,52.22,52.35,51.62,51.93,2774030
2021-04-23,51.86,51.90,50.25,50.85,3715344
2021-04-26,51.23,51.57,50.89,51.13,2199004
2021-04-27,51.20,51.27,50.53,50.62,3353678
2021-04-28,51.22,51.78,50.70,51.75,4166723
2021-04-29,51.82,52.00,51.23,51.46,2348607
2021-04-30,51.79,52.67,51.66,52.11,3838529
